file_name,sentence,verified,checked
data/train/2_146.mp3,"And these recipes are translated into commands, which are right inside the VM in this clean environment.",0,0
data/train/2_147.mp3,And the recipe actions abstract the changes and the configuration files and the commands.,0,0
data/train/2_148.mp3,So basically you don't have to write so many commands in your build script.,0,0
data/train/2_149.mp3,"When there's no action already created, you can just run a shell command or a script inside the fake machine, which then you can change route into the disk image and do any changes you want there.",0,0
data/train/2_150.mp3,Easy cleanup.,0,0
data/train/2_151.mp3,"If anything goes wrong, you just kill the virtual machine.",0,0
data/train/2_152.mp3,And this is quite nice because it doesn't break your host.,0,0
data/train/2_153.mp3,"Everything's reproducible on your computer as well as in the CI system, which all of these things I think make debos quite a nice solution for building your own images.",0,1
data/train/2_154.mp3,So you've got lots of people using debos.,0,1
data/train/2_155.mp3,"We've got Apertis, KernelCI, Redaxor, the Mobium project, Plasma Mobile.",0,0
data/train/2_156.mp3,uh gemion and also reproducible builds use debos this is just a short list here i'm not going to go into detail of all of them because i don't think we've got the time today um but please feel free to check these projects out they're very cool projects um,0,1
data/train/2_157.mp3,So debos is a tool written in Go.,0,1
data/train/2_158.mp3,You don't need to know Go to run debos.,0,1
data/train/2_159.mp3,You only need to know Go if you want to add features to debos.,0,1
data/train/2_160.mp3,"There is FakeMachine, which is a separate library and a standalone tool which Collabora have generated, which creates virtual machines.",0,1
data/train/2_161.mp3,Packages for both FakeMachine and debos are in Debian stable.,0,1
data/train/2_162.mp3,We try to update these packages fairly quickly as well when new features are added.,0,0
data/train/2_163.mp3,"It's also available as a docker container, so you can run it pretty much anywhere.",0,0
data/train/2_164.mp3,"We use a docker container to run in the GitLab continuous integration, and also you can install from source and other operating systems fairly easily too.",0,0
data/train/2_165.mp3,So a debos recipe is a YAML file which defines the steps to create your image.,0,1
data/train/2_166.mp3,"As we've said already, it's simple and can be version controlled.",0,0
data/train/2_167.mp3,"And the recipe consists of a header, which has got the metadata, for instance, the image architecture, and an array of actions which are ran sequentially.",0,0
data/train/2_168.mp3,Each of these actions has their own properties.,0,0
data/train/2_169.mp3,"So the YAML file has comments inside of it, or you can add comments if you so wish.",0,0
data/train/2_170.mp3,I'd highly recommend adding comments to all code that you write.,0,0
data/train/2_171.mp3,"For me, my memory is like a sieve, so if I don't write comments in three weeks time, I won't know what the point of the comment of the code was.",0,0
data/train/2_172.mp3,"All of the recipes are pre-processed through the Go templating engine, which allows you to have variables, if-else statements, and you can also include recipes in other recipes, which is all very nice.",0,0
data/train/2_173.mp3,So enough talk.,0,0
data/train/2_174.mp3,Here's a simple example.,0,0
data/train/2_175.mp3,"Again, please copy these slides and copy the example.",0,0
data/train/2_176.mp3,"This example, as the comment says, creates a tarball of a simple Debian operating system.",0,0
data/train/2_177.mp3,"So basically, you can run this on Debian using the steps I've given here.",0,0
data/train/2_178.mp3,You basically want to install Docker first and then run the Docker container.,0,0
data/train/2_179.mp3,And then you get this output here of each,0,0
data/train/2_180.mp3,action inside the recipe and at the end you get a tarball with the contents of a operating system.,0,0
data/train/2_181.mp3,So here again I've shown you the original recipe on the left hand side and the output on the right hand side.,0,0
data/train/2_182.mp3,You can see how each action relates to some commands.,0,0
data/train/2_183.mp3,I've had to remove the command output because it doesn't actually fit on the screen but hopefully that gives you a quick overview of how the actions relate to the output.,0,0
data/train/2_184.mp3,You can also run this in GitLab CI using the Docker image.,0,0
data/train/2_185.mp3,"So as you can see here, it's not much.",0,0
data/train/2_186.mp3,It's about 12 lines of code to actually run this in GitLab CI.,0,0
data/train/2_187.mp3,And GitLab CI is very helpful because it shows you whether things pass or fail in the browser.,0,0
data/train/2_188.mp3,Everyone on your team can see it.,0,0
data/train/2_189.mp3,You can set jobs up to run our schedule so nightly.,0,0
data/train/2_190.mp3,You can have email notifications when things don't work.,0,0
data/train/2_191.mp3,It's all very nice.,0,0
data/train/2_192.mp3,"So then, debos has a bunch of actions which you can use to create your operating system.",0,1
data/train/2_193.mp3,"So we've got the debootstrap action, which sets a basic Debian system up in the file system.",0,0
data/train/2_194.mp3,"We've got the apt action, which installs packages.",0,0
data/train/2_195.mp3,"We've got the pack and unpack action, which pack and unpack tarballs.",0,0
data/train/2_196.mp3,"Image partition uses some tools on the operating system to create an image partition table, format file systems.",0,0
data/train/2_197.mp3,"And it's very comprehensive, the partition layouts that you can create with this tool.",0,0
data/train/2_198.mp3,"I actually, as a tip, use debos Recipes, even not when creating Debian systems.",0,1
data/train/2_199.mp3,So it's very flexible in that regard.,0,0
data/train/2_200.mp3,You can use debos to generate a system or an image which contains virtually anything in it.,0,1
data/train/2_201.mp3,"We've got file system deploy, which actually copies root file systems from a temporary directory into an image.",0,0
data/train/2_202.mp3,"We've got overlay, which copy files from your host machine into the container and inside the target file system.",0,0
data/train/2_203.mp3,"We've got the raw action, which writes images to a partition.",0,0
data/train/2_204.mp3,So you can write things like bootloaders or pre-prepared images.,0,0
data/train/2_205.mp3,So I use the raw action as a tip to copy vendor provided root file systems into an image and then modify the image that they've given.,0,0
data/train/2_206.mp3,The run action allows you to run scripts or commands inside the virtual machine or inside the actual image that you're creating.,0,0
data/train/2_207.mp3,Then here is an example of variables so you can,0,0
data/train/2_208.mp3,define variables and you can use the variables inside the recipe.,0,0
data/train/2_209.mp3,You can pass the values to these variables on the command line and you can also do things like printf.,0,0
data/train/2_210.mp3,There's an example there where we generate the file name based on two other variables.,0,0
data/train/2_211.mp3,So that's quite nice.,0,0
data/train/2_212.mp3,You've also got some defaults at the top.,0,0
data/train/2_213.mp3,So the default are those two values.,0,0
data/train/2_214.mp3,"Also, the scripting allows you to do if else, so you can pass in, in this example here, you can install different packages based on what architecture you're running, which is quite useful.",0,0
data/train/2_215.mp3,"You can also run recipes inside recipes using the action, using the recipe action, sorry.",0,0
data/train/2_216.mp3,You can also pass variables into these other actions and,0,0
data/train/2_217.mp3,"the command, the variables from the command line is also passed in.",0,0
data/train/2_218.mp3,"So that allows you to, to abstract reusable things into a different action, which is into a different recipe, sorry, which is quite nice.",0,0
data/train/2_219.mp3,We've got some more examples here.,0,0
data/train/2_220.mp3,"We've got a recent Raspberry Pi image, which one of my colleagues, Dennis has created.",0,0
data/train/2_221.mp3,"That's a very basic image, which just bootstraps a basic Debian image onto an SD card for you to run.",0,0
data/train/2_222.mp3,"Also, we have Apertis, which is, as I've already said, the automotive operating system by Collabora.",0,1
data/train/2_223.mp3,These recipes have got more scripting in them and if statements.,0,0
data/train/2_224.mp3,"There's an ospack image, which basically includes everything to create the operating system.",0,1
data/train/2_225.mp3,"And then on top of that,",0,0
data/train/2_226.mp3,"Apertis have a kind of hardware pack, if you like, which allows you to create Raspberry Pi image, this example, but there are other example images for other targets as well.",0,0
data/train/2_227.mp3,"So the future plans we've got for debos, some of these actually already finished.",0,1
data/train/2_228.mp3,"By the end of this year, we wanted to have Raspberry Pi 4 example recipe, which we've now got.",0,0
data/train/2_229.mp3,We wanted,0,0
data/train/2_230.mp3,"instead of fake machine just running under KVM for a virtual machine, we wanted to add user mode Linux so we could build images without KVM and this works quite nicely so you can build images inside things like GitHub actions or inside cloud workers that don't have access to GitLab, sorry, which don't have access to KVM.",0,0
data/train/2_231.mp3,This is quite useful because it by default most,0,0
data/train/2_232.mp3,Cloud images or cloud providers don't allow you access to run nested virtualization.,0,0
data/train/2_233.mp3,We want to have some more useful actions.,0,0
data/train/2_234.mp3,"So you want to be able to install a Debian package from a file, for instance.",0,0
data/train/2_235.mp3,"We want to have automated testing in place so that every kind of push to debos doesn't break any recipes or break any customer projects, really.",0,1
data/train/2_236.mp3,"Next year, we'd like to add some support for Arch Linux.",0,0
data/train/2_237.mp3,So basically running debos on Arch Linux.,0,1
data/train/2_238.mp3,"We'd like to create some more recipe examples, some documentation and some blog posts around the changes we've done to debos.",0,1
data/train/2_239.mp3,So hopefully we can market the sort of products or the free open source technology to others who may not know about it.,0,0
data/train/2_240.mp3,We'd also like to have automated recipe builds.,0,0
data/train/2_241.mp3,The example recipes I've already mentioned building automatically on GitHub actions.,0,0
data/train/2_242.mp3,And if all that goes to plan.,0,0
data/train/2_243.mp3,we'd like to release version 1.1.,0,0
data/train/2_244.mp3,So thank you and I'll take any questions.,0,0
data/train/2_245.mp3,"Again, if you didn't manage to ask any questions on the chat here, please do feel free to email me and hopefully we'll see each other again soon.",0,0
data/test/8_0.mp3,"Hello, I'm Nicolas Dufresne.",0,0
data/test/8_1.mp3,I've been at Collabora for over a decade.,0,1
data/test/8_2.mp3,"I'm now principal engineer, specialize in multimedia.",0,0
data/test/8_3.mp3,"And my main interest and work on day-to-day is on GStreamer multimedia framework, but I also contribute to the Linux kernel through the Linux Media subsystem in order to bring new API and new hardware support, especially hardware accelerators, which is of very good interest.",0,0
data/test/8_4.mp3,"So speaking of new API, I'd like to tell you a bit of the story of the apparition of Codecs in the Linux kernel.",0,0
data/test/8_5.mp3,"Codecs support isn't new, but it took a lot of time to stabilize and improve.",0,0
data/test/8_6.mp3,So everything started in 2011.,0,0
data/test/8_7.mp3,"So in 2011, Google partnered with Samsung and Asus and actually produced the first ARM Chromebook.",0,0
data/test/8_8.mp3,"This Chromebook was based on Exynos 5 system on a chip, and it included an encoder called Multifunction Codec, the MFC decoder.",0,0
data/test/8_9.mp3,And this was actually the first codec to be integrated into the mainline Linux.,0,0
data/test/8_10.mp3,And this codec landed right on the launch of this device.,0,0
data/test/8_11.mp3,"Now,",0,0
data/test/8_12.mp3,"This type of codec that we later started calling stateful codec, there was no terminology back then, how it works is basically that it has a coprocessor, whether it's a DSP or custom processor or ARM processor, it doesn't really matter, but it has a coprocessor that will handle and manage the bitstream, parse the bitstream, and feed the required information, which is codec specific to the",0,0
data/test/8_13.mp3,accelerator.,0,0
data/test/8_14.mp3,"Of course, this is delivered to us as a black box, so we're only modeling what our imagination can see here.",0,0
data/test/8_15.mp3,"Now, they needed to fit that into the kernel.",0,0
data/test/8_16.mp3,"They didn't really have a subsystem, so they decided to pick the V4LFAT subsystem and create a new type of V4L device, the memory-to-memory device, or M2M as a short.",0,0
data/test/8_17.mp3,"And in order to do that, they've used two distinct concepts in V4L.",0,0
data/test/8_18.mp3,"So V4L had actually devices that have queues, and those queues have specific properties.",0,0
data/test/8_19.mp3,"So one of the queues was the capture queue used for cameras, and the other queue was the output queue, which back then was used for analog output mostly, but could be used also for SDI output, but it's a bit abandoned these days.",0,0
data/test/8_20.mp3,"So they've decided to pick the capture as being the output of the codec, the decoded image.",0,0
data/test/8_21.mp3,"And then the output, and that's where it's a bit confusing, has been picked to be the input of your codec, so the encoded bitstream, the encoded data.",0,0
data/test/8_22.mp3,"Of course, this was not enough.",0,0
data/test/8_23.mp3,"They also added the concept of enter queue configuration, because the selection of the codec will have an impact on which raw format you'll be able to support.",0,0
data/test/8_24.mp3,"Especially that some of these accelerators, actually, they offer also color transformation, scaling, or rotation functionalities.",0,0
data/test/8_25.mp3,"Now, just quick pros and cons.",0,0
data/test/8_26.mp3,This type of hardware is relatively simple to implement in software.,0,0
data/test/8_27.mp3,"You don't need any very advanced knowledge of the codec itself because everything, all the",0,0
data/test/8_28.mp3,hard stuff is handled by the hardware.,0,0
data/test/8_29.mp3,So you pass a bit stream and you get images out.,0,0
data/test/8_30.mp3,"Now, the downside is that to drive these accelerators, you need a firmware.",0,0
data/test/8_31.mp3,"And why it's a downside is because most of these firmware, actually all of these firmwares are proprietary and are blobs, basically.",0,0
data/test/8_32.mp3,So it's a piece of software that you actually upload to the card and you have no idea what it's doing.,0,0
data/test/8_33.mp3,"And this piece of software, as it manages your",0,0
data/test/8_34.mp3,your decoding session may have some limitations.,0,0
data/test/8_35.mp3,So there's a limit of resource on the chip to handle the stream.,0,0
data/test/8_36.mp3,"So even though you have very, very small stream, you might not be able to decode more streams in parallel with this chip.",0,0
data/test/8_37.mp3,We even have implementation which only support one or two streams.,0,0
data/test/8_38.mp3,So it's much harder to multiplex.,0,0
data/test/8_39.mp3,So that's it.,0,0
data/test/8_40.mp3,We had codec.,0,1
data/test/8_41.mp3,"In 2014, we had the second stateful codec being added, the CODA driver.",0,1
data/test/8_42.mp3,"So it was added for platforms called IMX.6 and IMX.51, which was still Freescale, which was bought by NXP later.",0,0
data/test/8_43.mp3,"And CODA, actually, is the name of the chip brand as manufactured by Chips and Media.",0,1
data/test/8_44.mp3,"So it's not a free scale design, it's an actual design that has been built.",0,0
data/test/8_45.mp3,"Back in the days, we didn't have any information about this codec, so this was all reverse engineered by Philipp Zabel and his team at Pengutronix.",0,1
data/test/8_46.mp3,"Now, things didn't stay there, and Google wanted to go further, and they decided to partner with a new chipset vendor, Rockchip, from China.",0,0
data/test/8_47.mp3,"And with them, they created the second generation of ARM Chromebook, much more powerful, but it also came with a much more complex-to-use codec.",0,0
data/test/8_48.mp3,"Back then, in 2015, it was thought to be the Rockchip VDPU hardware.",0,0
data/test/8_49.mp3,"They didn't really know anything about the hardware, except what they had as a reference.",0,0
data/test/8_50.mp3,"Now, this new chip, the main difference is that there's no more coprocessor on the chip.",0,0
data/test/8_51.mp3,So the accelerator are almost exposed as is.,0,0
data/test/8_52.mp3,"There's a bit of logic implemented in the hardware to make it kind of possible to use, but they're there.",0,0
data/test/8_53.mp3,"And instead of just having to pass the bit stream, you also need to pass the references.",0,0
data/test/8_54.mp3,and all the codec parameters needed to drive this accelerator.,0,0
data/test/8_55.mp3,"And the codec parameter, even though they're fairly standard, they need to be extracted from the bitstream.",0,0
data/test/8_56.mp3,So they require deep parsing of the bitstream.,0,0
data/test/8_57.mp3,And that's the easy part.,0,0
data/test/8_58.mp3,"You also need to understand the workflow, because some stuff is not encoded in the bitstream.",0,0
data/test/8_59.mp3,Some stuff is deduced by monitoring the flow.,0,0
data/test/8_60.mp3,And it's the case for references and many of the parameters.,0,0
data/test/8_61.mp3,Now you may wonder and you may have heard about GPU codec and the fact that these are also lookalike of the stateless decoder.,0,0
data/test/8_62.mp3,"So indeed, that's correct.",0,0
data/test/8_63.mp3,"So the GPU decoders as found on Intel, AMD and NVIDIA are very similar.",0,0
data/test/8_64.mp3,"Instead of a registers that you write into memory, they use actually a common stream.",0,0
data/test/8_65.mp3,What happened is that the crafting of this common stream has been,0,0
data/test/8_66.mp3,merged with the other commands on your GPU.,0,0
data/test/8_67.mp3,And creating those command streams is something that has been decided to be done in user space.,0,0
data/test/8_68.mp3,So it's hardware-specific code in user space.,0,0
data/test/8_69.mp3,"It's a driver, but in user space, and notably through Mesa project.",0,0
data/test/8_70.mp3,"It would be pretty hard to implement a V4L driver for them because we would have to copy some code from Mesa into the kernel, which is probably not where we want to go.",0,0
data/test/8_71.mp3,"In the end, what Mesa does is that it implements the common stream and expose well-known API like Intel VA API, VDAPU, which is now deprecated, and NVDEC decoder.",0,1
data/test/8_72.mp3,"On Microsoft Windows, they also have DXVA2, which is their GPU codec accelerator interface.",0,0
data/test/8_73.mp3,Could we have done things differently?,0,0
data/test/8_74.mp3,Could we have decided to expose these accelerators as a GPU?,0,0
data/test/8_75.mp3,"I believe we could, but there was a bit of an overhead of having to use one of those high-level GPU-centric abstraction layers.",0,0
data/test/8_76.mp3,"Now, how did they model this in the context?",0,0
data/test/8_77.mp3,So they decided to build up on top of what was done for the stateful codecs.,0,0
